t,u,theta,phi
12.07,-0.5235988,0.08082282,0.5041335
12.08,-0.5235988,0.08066647,0.5041335
12.09,-0.5235988,0.07995392,0.5041335
12.1,-0.5235988,0.07879096,0.5041335
12.11,-0.5235988,0.07718872,0.5041335
12.12,-0.5235988,0.07523952,0.5089958
12.13,-0.5235988,0.07275578,0.5041335
12.14,-0.5235988,0.0699864,0.5041335
12.15,-0.5235988,0.06679804,0.5041335
12.16,-0.5235988,0.06329277,0.5041335
12.17,-0.5235988,0.05940389,0.5041335
12.18,-0.5235988,0.0552435,0.5089958
12.19,-0.5235988,0.0507475,0.5041335
12.2,-0.5235988,0.04610001,0.5041335
12.21,-0.5235988,0.04111209,0.5089958
12.22,-0.5235988,0.03600937,0.5041335
12.23,-0.5235988,0.03080673,0.5041335
12.24,-0.5235988,0.02531401,0.5041335
12.25,-0.5235988,0.0197456,0.5041335
12.26,-0.5235988,0.01416402,0.4992712
12.27,-0.5235988,0.008451602,0.5041335
12.28,-0.5235988,0.002762404,0.5089958
12.29,-0.5235988,-0.00289859,0.5089958
12.3,-0.5235988,-0.0086249,0.5041335
12.31,-0.5235988,-0.01425434,0.5041335
12.32,-0.5235988,-0.01974884,0.5041335
12.33,-0.5235988,-0.0251408,0.5041335
12.34,-0.5235988,-0.03038242,0.5041335
12.35,-0.5235988,-0.03532579,0.5041335
12.36,-0.5235988,-0.04006563,0.5041335
12.37,-0.5235988,-0.04456689,0.5041335
12.38,-0.5235988,-0.04883763,0.5041335
12.39,-0.5235988,-0.05268855,0.5041335
12.4,-0.5235988,-0.05629775,0.4992712
12.41,-0.5235988,-0.05956243,0.5089958
12.42,-0.5235988,-0.06246989,0.5041335
12.43,-0.5235988,-0.06498451,0.5089958
12.44,-0.5235988,-0.06711762,0.5041335
12.45,-0.5235988,-0.06889004,0.5041335
12.46,-0.5235988,-0.07033292,0.5041335
12.47,-0.5235988,-0.07126456,0.5041335
12.48,-0.5235988,-0.07179661,0.5041335
12.49,-0.5235988,-0.0718732,0.5089958
12.5,-0.5235988,-0.07163285,0.5041335
12.51,-0.5235988,-0.07092103,0.5041335
12.52,-0.5235988,-0.06985778,0.5041335
12.53,-0.5235988,-0.06843679,0.5041335
12.54,-0.5235988,-0.06655121,0.5041335
12.55,-0.5235988,-0.06438248,0.5041335
12.56,-0.5235988,-0.06180245,0.5041335
12.57,-0.5235988,-0.05893201,0.5089958
12.58,-0.5235988,-0.05583883,0.5041335
12.59,-0.5235988,-0.05231217,0.5089958
12.6,-0.5235988,-0.04858775,0.5041335
12.61,-0.5235988,-0.0446417,0.5041335
12.62,-0.5235988,-0.04036132,0.5041335
12.63,-0.5235988,-0.03588654,0.5041335
12.64,-0.5235988,-0.03123195,0.5041335
12.65,-0.5235988,-0.02637119,0.5089958
12.66,-0.5235988,-0.02143147,0.5041335
12.67,-0.5235988,-0.0164454,0.5089958
12.68,-0.5235988,-0.01131973,0.5089958
12.69,-0.5235988,-0.006174059,0.5041335
12.7,-0.5235988,-0.0009887205,0.5041335
12.71,-0.5235988,0.004187948,0.5089958
12.72,-0.5235988,0.009343465,0.5041335
12.73,-0.5235988,0.01454105,0.4992712
12.74,-0.5235988,0.01948067,0.4992712
12.75,-0.5235988,0.02434102,0.5089958
12.76,-0.5235988,0.02902647,0.5041335
12.77,-0.5235988,0.03364743,0.5089958
12.78,-0.5235988,0.03799131,0.5041335
12.79,-0.5235988,0.04219212,0.5041335
12.8,-0.5235988,0.04604238,0.5041335
12.81,-0.5235988,0.04958629,0.5089958
12.82,-0.5235988,0.05286489,0.5041335
12.83,-0.5235988,0.05586111,0.5041335
12.84,-0.5235988,0.0585471,0.5041335
12.85,-0.5235988,0.06089262,0.5041335
12.86,-0.5235988,0.06286403,0.5089958
12.87,-0.5235988,0.06436113,0.5089958
12.88,-0.5235988,0.06571826,0.5041335
12.89,-0.5235988,0.06652822,0.5041335
12.9,-0.5235988,0.06700048,0.5041335
12.91,-0.5235988,0.0671052,0.5089958
12.92,-0.5235988,0.06687192,0.5089958
12.93,-0.5235988,0.06621306,0.5041335
12.94,-0.5235988,0.06525768,0.5041335
12.95,-0.5235988,0.06394684,0.5041335
12.96,-0.5235988,0.06228346,0.5089958
12.97,-0.5235988,0.0602764,0.5041335
12.98,-0.5235988,0.05795505,0.5041335
12.99,-0.5235988,0.05537662,0.5041335
13,-0.5235988,0.05250407,0.5041335
13.01,-0.5235988,0.04929089,0.5089958
13.02,-0.5235988,0.04583778,0.5041335
13.03,-0.5235988,0.04214428,0.5041335
13.04,-0.5235988,0.03827732,0.5041335
13.05,-0.5235988,0.03415361,0.5041335
13.06,-0.5235988,0.02995113,0.5041335
13.07,-0.5235988,0.02561448,0.5041335
13.08,-0.5235988,0.02118629,0.5089958
13.09,-0.5235988,0.01663433,0.5041335
13.1,-0.5235988,0.01192767,0.5041335
13.11,-0.5235988,0.00724401,0.5041335
13.12,-0.5235988,0.002508732,0.5089958
13.13,-0.5235988,-0.002168988,0.5041335
13.14,-0.5235988,-0.006779883,0.5041335
13.15,-0.5235988,-0.01137366,0.5041335
13.16,-0.5235988,-0.01580344,0.5041335
13.17,-0.5235988,-0.0202265,0.5041335
13.18,-0.5235988,-0.02451272,0.5041335
13.19,-0.5235988,-0.02862939,0.5041335
13.2,-0.5235988,-0.03260309,0.5041335
13.21,-0.5235988,-0.03626117,0.5041335
13.22,-0.5235988,-0.03975966,0.5041335
13.23,-0.5235988,-0.04301466,0.5041335
13.24,-0.5235988,-0.0460234,0.5041335
13.25,-0.5235988,-0.04869504,0.5041335
13.26,-0.5235988,-0.05107204,0.5041335
13.27,-0.5235988,-0.0531928,0.5041335
13.28,-0.5235988,-0.0550647,0.5041335
13.29,-0.5235988,-0.05649232,0.5041335
13.3,-0.5235988,-0.05757968,0.5089958
13.31,-0.5235988,-0.05830537,0.5041335
13.32,-0.5235988,-0.05868019,0.5041335
13.33,-0.5235988,-0.05864001,0.5041335
13.34,-0.5235988,-0.0584083,0.5041335
13.35,-0.5235988,-0.05771892,0.5041335
13.36,-0.5235988,-0.05680321,0.4992712
13.37,-0.5235988,-0.05558642,0.5041335
13.38,-0.5235988,-0.05406169,0.5041335
13.39,-0.5235988,-0.05226496,0.5041335
13.4,-0.5235988,-0.05018774,0.5089958
13.41,-0.5235988,-0.04776447,0.5089958
13.42,-0.5235988,-0.04518774,0.5089958
13.43,-0.5235988,-0.04235899,0.5089958
13.44,-0.5235988,-0.03924799,0.5041335
13.45,-0.5235988,-0.03591783,0.5041335
13.46,-0.5235988,-0.03253542,0.5041335
13.47,-0.5235988,-0.02890544,0.5089958
13.48,-0.5235988,-0.02510968,0.5041335
13.49,-0.5235988,-0.02118722,0.5041335
13.5,-0.5235988,-0.01713644,0.5041335
13.51,-0.5235988,-0.01303191,0.5089958
13.52,-0.5235988,-0.008908954,0.5041335
13.53,-0.5235988,-0.004675015,0.5041335
13.54,-0.5235988,-0.0003904279,0.5041335
13.55,-0.5235988,0.003856251,0.5041335
13.56,-0.5235988,0.008016285,0.5041335
13.57,-0.5235988,0.01214514,0.5041335
13.58,-0.5235988,0.01612499,0.5089958
13.59,-0.5235988,0.020115,0.5041335
13.6,-0.5235988,0.02390244,0.5041335
13.61,-0.5235988,0.02749914,0.5041335
13.62,-0.5235988,0.03096592,0.5041335
13.63,-0.5235988,0.03420582,0.5089958
13.64,-0.5235988,0.03736259,0.5041335
13.65,-0.5235988,0.04035364,0.5041335
13.66,-0.5235988,0.04298002,0.5041335
13.67,-0.5235988,0.04537831,0.5041335
13.68,-0.5235988,0.04745329,0.5041335
13.69,-0.5235988,0.04925611,0.5041335
13.7,-0.5235988,0.05080263,0.5041335
13.71,-0.5235988,0.05464654,0.5041335
13.72,-0.5235988,0.0556073,0.5041335
13.73,-0.5235988,0.05609153,0.5041335
13.74,-0.5235988,0.05641024,0.5041335
13.75,-0.5235988,0.05641466,0.5041335
13.76,-0.5235988,0.05612916,0.5041335
13.77,-0.5235988,0.05552518,0.5041335
13.78,-0.5235988,0.05457762,0.5041335
13.79,-0.5235988,0.05341027,0.5089958
13.8,-0.5235988,0.05186354,0.5041335
13.81,-0.5235988,0.05025131,0.5041335
13.82,-0.5235988,0.04837774,0.5041335
13.83,-0.5235988,0.04617636,0.5041335
13.84,-0.5235988,0.04380647,0.5041335
13.85,-0.5235988,0.04111314,0.4992712
13.86,-0.5235988,0.03823399,0.5041335
13.87,-0.5235988,0.03518035,0.5041335
13.88,-0.5235988,0.03201859,0.5041335
13.89,-0.5235988,0.02872118,0.5089958
13.9,-0.5235988,0.02532053,0.5041335
13.91,-0.5235988,0.0217498,0.5089958
13.92,-0.5235988,0.01804084,0.5041335
13.93,-0.5235988,0.01434038,0.5041335
13.94,-0.5235988,0.01057156,0.5041335
13.95,-0.5235988,0.006717269,0.5089958
13.96,-0.5235988,0.002887092,0.5041335
13.97,-0.5235988,-0.0009239623,0.5041335
13.98,-0.5235988,-0.00473257,0.5041335
13.99,-0.5235988,-0.008432358,0.5089958
14,-0.5235988,-0.01209167,0.5041335
14.01,-0.5235988,-0.01552849,0.5041335
14.02,-0.5235988,-0.01889836,0.5041335
14.03,-0.5235988,-0.02222729,0.5041335
14.04,-0.5235988,-0.02537175,0.5041335
14.05,-0.5235988,-0.02820402,0.5089958
14.06,-0.5235988,-0.03099325,0.5089958
14.07,-0.5235988,-0.03350989,0.5041335
14.08,-0.5235988,-0.03581144,0.5041335
14.09,-0.5235988,-0.03781832,0.5041335
14.1,-0.5235988,-0.03969736,0.5041335
14.11,-0.5235988,-0.04129033,0.5089958
14.12,-0.5235988,-0.04269457,0.5041335
14.13,-0.5235988,-0.04376223,0.5041335
14.14,-0.5235988,-0.04449974,0.5041335
14.15,-0.5235988,-0.04503106,0.5041335
14.16,-0.5235988,-0.04522726,0.5041335
14.17,-0.5235988,-0.04520676,0.5041335
14.18,-0.5235988,-0.04490882,0.5041335
14.19,-0.5235988,-0.04433439,0.5041335
14.2,-0.5235988,-0.04356131,0.5041335
14.21,-0.5235988,-0.0425297,0.5089958
14.22,-0.5235988,-0.04120144,0.5089958
14.23,-0.5235988,-0.03975708,0.5041335
14.24,-0.5235988,-0.03810541,0.5041335
14.25,-0.5235988,-0.03607704,0.5041335
14.26,-0.5235988,-0.03389683,0.5041335
14.27,-0.5235988,-0.03163962,0.5089958
14.28,-0.5235988,-0.02912098,0.5041335
14.29,-0.5235988,-0.02656699,0.5041335
14.3,-0.5235988,-0.02393292,0.4992712
14.31,-0.5235988,-0.02104382,0.5041335
14.32,-0.5235988,-0.01804997,0.5041335
14.33,-0.5235988,-0.01496813,0.4992712
14.34,-0.5235988,-0.01186588,0.5041335
14.35,-0.5235988,-0.008659167,0.5041335
14.36,-0.5235988,-0.005402665,0.5089958
14.37,-0.5235988,-0.002193098,0.5041335
14.38,-0.5235988,0.001122743,0.5041335
14.39,-0.5235988,0.004347966,0.5041335
14.4,-0.5235988,0.007607127,0.5041335
14.41,-0.5235988,0.01076409,0.5041335
14.42,-0.5235988,0.01386931,0.5041335
14.43,-0.5235988,0.01685845,0.5041335
14.44,-0.5235988,0.01971812,0.5041335
14.45,-0.5235988,0.02248567,0.5041335
14.46,-0.5235988,0.02523206,0.5041335
14.47,-0.5235988,0.02773295,0.5089958
14.48,-0.5235988,0.03005488,0.5041335
14.49,-0.5235988,0.03225349,0.5089958
14.5,-0.5235988,0.03416434,0.5041335
14.51,-0.5235988,0.03592883,0.5041335
14.52,-0.5235988,0.0375293,0.5041335
14.53,-0.5235988,0.03885828,0.5089958
14.54,-0.5235988,0.04006002,0.5041335
14.55,-0.5235988,0.04085552,0.5041335
14.56,-0.5235988,0.04146858,0.5041335
14.57,-0.5235988,0.04184573,0.5089958
14.58,-0.5235988,0.04196774,0.5041335
14.59,-0.5235988,0.04171019,0.5041335
14.6,-0.5235988,0.04142368,0.5041335
14.61,-0.5235988,0.04086332,0.4992712
14.62,-0.5235988,0.0402158,0.5041335
14.63,-0.5235988,0.03928516,0.4992712
14.64,-0.5235988,0.03811903,0.5041335
14.65,-0.5235988,0.03673282,0.5041335
14.66,-0.5235988,0.0351978,0.5041335
14.67,-0.5235988,0.03341362,0.5041335
14.68,-0.5235988,0.03153978,0.5089958
14.69,-0.5235988,0.02954224,0.5041335
14.7,-0.5235988,0.02729441,0.5041335
14.71,-0.5235988,0.02496498,0.5041335
14.72,-0.5235988,0.02249604,0.5089958
14.73,-0.5235988,0.01995961,0.5041335
14.74,-0.5235988,0.01733023,0.5041335
14.75,-0.5235988,0.01459657,0.5041335
14.76,-0.5235988,0.01185359,0.5041335
14.77,-0.5235988,0.009107653,0.5041335
14.78,-0.5235988,0.006352562,0.5041335
14.79,-0.5235988,0.003453169,0.5041335
14.8,-0.5235988,0.0005391474,0.5041335
14.81,-0.5235988,-0.002271292,0.5041335
14.82,-0.5235988,-0.005024388,0.5041335
14.83,-0.5235988,-0.007888548,0.5041335
14.84,-0.5235988,-0.01056546,0.5089958
14.85,-0.5235988,-0.01308307,0.5041335
14.86,-0.5235988,-0.01547914,0.5089958
14.87,-0.5235988,-0.01781906,0.5041335
14.88,-0.5235988,-0.02001408,0.5041335
14.89,-0.5235988,-0.02202008,0.5041335
14.9,-0.5235988,-0.02408726,0.5041335
14.91,-0.5235988,-0.02586284,0.5041335
14.92,-0.5235988,-0.02743192,0.5041335
14.93,-0.5235988,-0.02895929,0.5041335
14.94,-0.5235988,-0.03017014,0.5041335
14.95,-0.5235988,-0.0313273,0.5089958
14.96,-0.5235988,-0.03221475,0.5041335
14.97,-0.5235988,-0.03280252,0.5041335
14.98,-0.5235988,-0.03325721,0.5041335
14.99,-0.5235988,-0.03349414,0.5089958
15,-0.5235988,-0.03355533,0.5089958
15.01,-0.5235988,-0.03350815,0.5041335
15.02,-0.5235988,-0.03315708,0.5041335
15.03,-0.5235988,-0.03264991,0.5041335
15.04,-0.5235988,-0.03195855,0.5041335
15.05,-0.5235988,-0.03103837,0.5041335
15.06,-0.5235988,-0.02998362,0.5041335
15.07,-0.5235988,-0.02870183,0.5041335
15.08,-0.5235988,-0.02733186,0.5041335
15.09,-0.5235988,-0.0257966,0.5041335
15.1,-0.5235988,-0.02417956,0.5041335
15.11,-0.5235988,-0.02248854,0.5041335
15.12,-0.5235988,-0.02061916,0.5041335
15.13,-0.5235988,-0.01874167,0.5041335
15.14,-0.5235988,-0.01677014,0.5041335
15.15,-0.5235988,-0.01457558,0.5041335
15.16,-0.5235988,-0.01236244,0.5089958
15.17,-0.5235988,-0.01000877,0.5041335
15.18,-0.5235988,-0.007634427,0.5089958
15.19,-0.5235988,-0.005238368,0.5041335
15.2,-0.5235988,-0.002810849,0.5041335
15.21,-0.5235988,-0.0003876181,0.5089958
15.22,-0.5235988,0.001927026,0.5041335
15.23,-0.5235988,0.004277815,0.5041335
15.24,-0.5235988,0.006632971,0.5041335
15.25,-0.5235988,0.008812226,0.5089958
15.26,-0.5235988,0.01099834,0.5041335
15.27,-0.5235988,0.01311214,0.5089958
15.28,-0.5235988,0.01516287,0.5041335
15.29,-0.5235988,0.01718377,0.5041335
15.3,-0.5235988,0.01911058,0.5041335
15.31,-0.5235988,0.02085144,0.5041335
15.32,-0.5235988,0.0224519,0.5041335
15.33,-0.5235988,0.02395007,0.5041335
15.34,-0.5235988,0.02524402,0.5041335
15.35,-0.5235988,0.02639553,0.5041335
15.36,-0.5235988,0.02738744,0.5089958
15.37,-0.5235988,0.02817483,0.5041335
15.38,-0.5235988,0.02886805,0.5041335
15.39,-0.5235988,0.02934836,0.5041335
15.4,-0.5235988,0.029635,0.5089958
15.41,-0.5235988,0.02977771,0.5041335
15.42,-0.5235988,0.02982735,0.5041335
15.43,-0.5235988,0.02956897,0.5041335
15.44,-0.5235988,0.02926232,0.5041335
15.45,-0.5235988,0.0288262,0.5089958
15.46,-0.5235988,0.02807268,0.5041335
15.47,-0.5235988,0.02722151,0.5041335
15.48,-0.5235988,0.02633088,0.5041335
15.49,-0.5235988,0.0251839,0.5041335
15.5,-0.5235988,0.02394914,0.5041335
15.51,-0.5235988,0.02273839,0.5041335
15.52,-0.5235988,0.02135776,0.5041335
15.53,-0.5235988,0.0197443,0.5041335
15.54,-0.5235988,0.01810615,0.5041335
15.55,-0.5235988,0.01641257,0.5041335
15.56,-0.5235988,0.01459495,0.5041335
15.57,-0.5235988,0.01290527,0.5041335
15.58,-0.5235988,0.01109518,0.5041335
15.59,-0.5235988,0.009244196,0.5041335
15.6,-0.5235988,0.007365589,0.5041335
15.61,-0.5235988,0.005402976,0.5041335
15.62,-0.5235988,0.003439651,0.5089958
15.63,-0.5235988,0.001508023,0.5041335
15.64,-0.5235988,-0.0005293239,0.5041335
15.65,-0.5235988,-0.002459027,0.5041335
15.66,-0.5235988,-0.004327725,0.5041335
15.67,-0.5235988,-0.006143832,0.5041335
15.68,-0.5235988,-0.007831967,0.5089958
15.69,-0.5235988,-0.009566789,0.5041335
15.7,-0.5235988,-0.01118544,0.5089958
15.71,-0.5235988,-0.01280327,0.5041335
15.72,-0.5235988,-0.01428762,0.5041335
15.73,-0.5235988,-0.01570185,0.5089958
15.74,-0.5235988,-0.01704476,0.5041335
15.75,-0.5235988,-0.0182017,0.5041335
15.76,-0.5235988,-0.01927156,0.5041335
15.77,-0.5235988,-0.02005587,0.5041335
15.78,-0.5235988,-0.02077179,0.5041335
15.79,-0.5235988,-0.02135395,0.5089958
15.8,-0.5235988,-0.02181389,0.5089958
15.81,-0.5235988,-0.02202784,0.5041335
15.82,-0.5235988,-0.02223507,0.5041335
15.83,-0.5235988,-0.02225392,0.5041335
15.84,-0.5235988,-0.0222515,0.5041335
15.85,-0.5235988,-0.02198834,0.5041335
15.86,-0.5235988,-0.02162115,0.5041335
15.87,-0.5235988,-0.02120214,0.5041335
15.88,-0.5235988,-0.02059142,0.5041335
15.89,-0.5235988,-0.01994248,0.5041335
15.9,-0.5235988,-0.01919344,0.5089958
15.91,-0.5235988,-0.01827653,0.5041335
15.92,-0.5235988,-0.01716457,0.5041335
15.93,-0.5235988,-0.01609997,0.5089958
15.94,-0.5235988,-0.01493646,0.5041335
15.95,-0.5235988,-0.01364929,0.5089958
15.96,-0.5235988,-0.01234373,0.5089958
15.97,-0.5235988,-0.01093304,0.5089958
15.98,-0.5235988,-0.009506897,0.5041335
15.99,-0.5235988,-0.007950018,0.5041335
16,-0.5235988,-0.006499313,0.5041335
16.01,-0.5235988,-0.005106684,0.5041335
16.02,-0.5235988,-0.003574331,0.5041335
16.03,-0.5235988,-0.00208955,0.5041335
16.04,-0.5235988,-0.000546686,0.5089958
16.05,-0.5235988,0.001023791,0.5041335
16.06,-0.5235988,0.002537313,0.5041335
16.07,-0.5235988,0.004070464,0.5089958
16.08,-0.5235988,0.005598365,0.5041335
16.09,-0.5235988,0.007112721,0.5041335
16.1,-0.5235988,0.008482868,0.5041335
16.11,-0.5235988,0.00976587,0.5041335
16.12,-0.5235988,0.01104586,0.5089958
16.13,-0.5235988,0.01223759,0.5041335
16.14,-0.5235988,0.01328869,0.5041335
16.15,-0.5235988,0.01434708,0.5041335
16.16,-0.5235988,0.01525672,0.5041335
16.17,-0.5235988,0.01609236,0.5041335
16.18,-0.5235988,0.01679651,0.5041335
16.19,-0.5235988,0.01737363,0.5089958
16.2,-0.5235988,0.01791984,0.5041335
16.21,-0.5235988,0.01831587,0.5041335
16.22,-0.5235988,0.01863982,0.5041335
16.23,-0.5235988,0.01888003,0.5041335
16.24,-0.5235988,0.01893236,0.5041335
16.25,-0.5235988,0.01882658,0.5041335
16.26,-0.5235988,0.01874877,0.5041335
16.27,-0.5235988,0.01850671,0.5041335
16.28,-0.5235988,0.01816608,0.5041335
16.29,-0.5235988,0.01768314,0.5089958
16.3,-0.5235988,0.01720058,0.5041335
16.31,-0.5235988,0.0166529,0.5041335
16.32,-0.5235988,0.01607288,0.5041335
16.33,-0.5235988,0.01534181,0.5089958
16.34,-0.5235988,0.01449123,0.5041335
16.35,-0.5235988,0.0136424,0.5089958
16.36,-0.5235988,0.01263648,0.5041335
16.37,-0.5235988,0.01159718,0.5041335
16.38,-0.5235988,0.01050818,0.5041335
16.39,-0.5235988,0.009411751,0.5089958
16.4,-0.5235988,0.008290905,0.5041335
16.41,-0.5235988,0.007137866,0.5089958
16.42,-0.5235988,0.005842984,0.5041335
16.43,-0.5235988,0.004794841,0.5041335
16.44,-0.5235988,0.00361274,0.5041335
16.45,-0.5235988,0.002444557,0.5089958
16.46,-0.5235988,0.00130275,0.5041335
16.47,-0.5235988,0.0001142663,0.5089958
16.48,-0.5235988,-0.001051056,0.5041335
16.49,-0.5235988,-0.002172733,0.5089958
16.5,-0.5235988,-0.003297925,0.5089958
16.51,-0.5235988,-0.004250745,0.5089958
16.52,-0.5235988,-0.005235869,0.5041335
16.53,-0.5235988,-0.006109379,0.5041335
16.54,-0.5235988,-0.006896413,0.5041335
16.55,-0.5235988,-0.007724361,0.5041335
16.56,-0.5235988,-0.008510943,0.5041335
16.57,-0.5235988,-0.009315301,0.5041335
16.58,-0.5235988,-0.00999287,0.5089958
16.59,-0.5235988,-0.01047138,0.5089958
16.6,-0.5235988,-0.01099475,0.5041335
16.61,-0.5235988,-0.01138495,0.5041335
16.62,-0.5235988,-0.01175659,0.5041335
16.63,-0.5235988,-0.01193911,0.5041335
16.64,-0.5235988,-0.01204917,0.5041335
16.65,-0.5235988,-0.01212251,0.5089958
16.66,-0.5235988,-0.01210856,0.5041335
16.67,-0.5235988,-0.0119449,0.5089958
16.68,-0.5235988,-0.01167886,0.5041335
16.69,-0.5235988,-0.01140874,0.5041335
16.7,-0.5235988,-0.01108758,0.5041335
16.71,-0.5235988,-0.01073854,0.5041335
16.72,-0.5235988,-0.01029711,0.5041335
16.73,-0.5235988,-0.009752003,0.5041335
16.74,-0.5235988,-0.009229554,0.5041335
16.75,-0.5235988,-0.00863211,0.5041335
16.76,-0.5235988,-0.008016206,0.5041335
16.77,-0.5235988,-0.007283102,0.5089958
16.78,-0.5235988,-0.006550809,0.5041335
16.79,-0.5235988,-0.005780086,0.5041335
16.8,-0.5235988,-0.005128038,0.5041335
16.81,-0.5235988,-0.004265413,0.5041335
16.82,-0.5235988,-0.003483383,0.5089958
16.83,-0.5235988,-0.00261474,0.5041335
16.84,-0.5235988,-0.001762364,0.5041335
16.85,-0.5235988,-0.0009631951,0.5041335
16.86,-0.5235988,-0.0001240862,0.5041335
16.87,-0.5235988,0.0007064181,0.5041335
16.88,-0.5235988,0.001438606,0.5041335
16.89,-0.5235988,0.002221646,0.5041335
16.9,-0.5235988,0.002995843,0.5041335
16.91,-0.5235988,0.003734349,0.5041335
16.92,-0.5235988,0.004469255,0.5041335
16.93,-0.5235988,0.00519044,0.5041335
16.94,-0.5235988,0.00577905,0.5041335
16.95,-0.5235988,0.006297241,0.5041335
16.96,-0.5235988,0.00692948,0.5041335
16.97,-0.5235988,0.00737827,0.5041335
16.98,-0.5235988,0.007913941,0.5089958
16.99,-0.5235988,0.008365099,0.5041335
17,-0.5235988,0.008720965,0.5041335
17.01,-0.5235988,0.008932288,0.5089958
17.02,-0.5235988,0.009110003,0.5089958
17.03,-0.5235988,0.009302068,0.5041335
17.04,-0.5235988,0.00938386,0.5041335
17.05,-0.5235988,0.009383901,0.5041335
17.06,-0.5235988,0.009363736,0.5041335
17.07,-0.5235988,0.009286574,0.5089958
17.08,-0.5235988,0.009123409,0.5041335
17.09,-0.5235988,0.008969526,0.5041335
17.1,-0.5235988,0.008673578,0.5089958
17.11,-0.5235988,0.008366846,0.5041335
17.12,-0.5235988,0.008112795,0.5089958
17.13,-0.5235988,0.007850253,0.5089958
17.14,-0.5235988,0.007543855,0.5089958
17.15,-0.5235988,0.007238923,0.5041335
17.16,-0.5235988,0.006971476,0.5089958
17.17,-0.5235988,0.006533707,0.5041335
17.18,-0.5235988,0.006106169,0.5041335
17.19,-0.5235988,0.005545342,0.5089958
17.2,-0.5235988,0.005041217,0.5041335
17.21,-0.5235988,0.004432568,0.5041335
17.22,-0.5235988,0.003969979,0.5041335
17.23,-0.5235988,0.003472241,0.5089958
17.24,-0.5235988,0.002907263,0.5041335
17.25,-0.5235988,0.002430397,0.5041335
17.26,-0.5235988,0.001962053,0.5041335
17.27,-0.5235988,0.001552139,0.5089958
17.28,-0.5235988,0.001038109,0.5041335
17.29,-0.5235988,0.0006098292,0.5041335
17.3,-0.5235988,5.922549e-05,0.5041335
17.31,-0.5235988,-0.0003830926,0.5041335
17.32,-0.5235988,-0.0007437443,0.5041335
17.33,-0.5235988,-0.001043444,0.5089958
17.34,-0.5235988,-0.001371235,0.5041335
17.35,-0.5235988,-0.001732674,0.5089958
17.36,-0.5235988,-0.002060627,0.5041335
17.37,-0.5235988,-0.002387065,0.5041335
17.38,-0.5235988,-0.002683155,0.5041335
17.39,-0.5235988,-0.00285679,0.5041335
17.4,-0.5235988,-0.003036011,0.5041335
17.41,-0.5235988,-0.003160439,0.5041335
17.42,-0.5235988,-0.003307851,0.5089958
17.43,-0.5235988,-0.003379259,0.5089958
17.44,-0.5235988,-0.003328341,0.5089958
17.45,-0.5235988,-0.003352245,0.5041335
17.46,-0.5235988,-0.003316028,0.5089958
17.47,-0.5235988,-0.003343312,0.5041335
17.48,-0.5235988,-0.003314433,0.5041335
17.49,-0.5235988,-0.003167843,0.5041335
17.5,-0.5235988,-0.002999494,0.5041335
17.51,-0.5235988,-0.002845617,0.5041335
17.52,-0.5235988,-0.002631652,0.5041335
17.53,-0.5235988,-0.002485564,0.5041335
17.54,-0.5235988,-0.002339915,0.5041335
17.55,-0.5235988,-0.002216288,0.5041335
17.56,-0.5235988,-0.002036405,0.5041335
17.57,-0.5235988,-0.001788459,0.5041335
17.58,-0.5235988,-0.001587324,0.5089958
17.59,-0.5235988,-0.001301751,0.5041335
17.6,-0.5235988,-0.001049055,0.5089958
17.61,-0.5235988,-0.0008159716,0.5041335
17.62,-0.5235988,-0.0005847916,0.5089958
17.63,-0.5235988,-0.0003323925,0.5089958
17.64,-0.5235988,-9.839949e-05,0.5041335
17.65,-0.5235988,0.0001389124,0.5041335
17.66,-0.5235988,0.0004276034,0.5041335
17.67,-0.5235988,0.0006448971,0.5041335
17.68,-0.5235988,0.0008644831,0.5041335
17.69,-0.5235988,0.0011442,0.5041335
17.7,-0.5235988,0.001426525,0.5041335
17.71,-0.5235988,0.001572497,0.5041335
17.72,-0.5235988,0.001726074,0.5041335
17.73,-0.5235988,0.00193465,0.5041335
17.74,-0.5235988,0.002165417,0.5041335
17.75,-0.5235988,0.002259866,0.5041335
17.76,-0.5235988,0.002410905,0.5089958
17.77,-0.5235988,0.002609261,0.5089958
17.78,-0.5235988,0.002675447,0.5041335
17.79,-0.5235988,0.00275474,0.5041335
17.8,-0.5235988,0.002747807,0.5041335
17.81,-0.5235988,0.00278118,0.5089958
17.82,-0.5235988,0.002787578,0.5089958
17.83,-0.5235988,0.002827901,0.5089958
17.84,-0.5235988,0.002816397,0.5089958
17.85,-0.5235988,0.002720272,0.5089958
17.86,-0.5235988,0.002602144,0.5041335
17.87,-0.5235988,0.002529241,0.5041335
17.88,-0.5235988,0.002266197,0.4992712
17.89,-0.5235988,0.002196702,0.5041335
17.9,-0.5235988,0.002139969,0.5041335
17.91,-0.5235988,0.002049729,0.5041335
17.92,-0.5235988,0.001959575,0.5041335
17.93,-0.5235988,0.00188392,0.5041335
17.94,-0.5235988,0.001826709,0.5089958
17.95,-0.5235988,0.001716342,0.5041335
17.96,-0.5235988,0.001562214,0.5089958
17.97,-0.5235988,0.001434903,0.5041335
17.98,-0.5235988,0.001322293,0.5041335
17.99,-0.5235988,0.001302034,0.5041335
18,-0.5235988,0.001241068,0.4992712
18.01,-0.5235988,0.001122872,0.5041335
